miRNA,BreastC,BreastC,BreastC,BreastC,BreastC,Control,Control,Control,Control,Control,BreastC,BreastC,HepatocelularC,BreastC,BreastC,ColonC,GallbladderC
hsa-miR-4423-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-378g,0,0,0,2,6,1,0,0,0,2,0,2,1,0,1,0,15
hsa-miR-548ac,0,0,0,0,6,0,2,3,0,0,1,0,21,12,0,0,0
hsa-miR-4424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4425,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-4426,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
hsa-miR-4427,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0
hsa-miR-4428,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0
hsa-miR-4429,0,0,4,0,14,1,4,8,4,1,7,2,0,2,13,20,5
hsa-miR-4430,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0
hsa-miR-548ad-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548ad-3p,0,0,0,0,8,0,0,1,0,0,4,0,0,0,4,0,0
hsa-miR-4431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4433a-5p,1,19,332,228,217,5,176,105,107,297,68,29,186,205,287,524,39
hsa-miR-4433a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4434,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
hsa-miR-4435,0,0,39,23,32,0,8,33,17,65,41,12,29,33,29,19,4
hsa-miR-4436a,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0
hsa-miR-4437,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0
hsa-miR-548ae-3p,0,0,0,2,4,0,0,0,1,4,0,2,0,0,1,0,0
hsa-miR-548ae-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4438,0,0,0,3,2,0,0,0,0,0,3,0,0,0,0,0,0
hsa-miR-4439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4440,0,0,0,3,7,0,1,0,3,0,14,0,4,3,3,4,10
hsa-miR-4441,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-4442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4443,2,2,63,48,154,7,39,29,25,14,37,14,18,71,47,81,17
hsa-miR-4444,0,0,0,4,0,0,5,0,5,0,0,0,0,0,0,0,0
hsa-miR-4445-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4445-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4446-5p,1,0,13,4,21,1,0,2,7,16,4,0,6,12,21,15,5
hsa-miR-4446-3p,11,13,159,326,379,6,589,421,566,790,312,100,587,403,583,489,184
hsa-miR-4447,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-4448,1,1,2,30,100,2,69,34,32,19,29,14,7,12,6,12,6
hsa-miR-4449,0,0,0,1,15,0,0,2,0,11,0,1,8,5,11,26,0
hsa-miR-548ag,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
hsa-miR-4450,0,0,0,0,8,0,0,1,10,0,0,0,1,0,5,10,11
hsa-miR-548ah-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548ah-3p,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
hsa-miR-4451,0,1,5,4,14,5,0,2,3,0,2,1,0,10,10,14,0
hsa-miR-4452,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0
hsa-miR-4453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-4454,0,1,1,2,96,1,30,5,34,10,4,3,2,62,63,67,1
hsa-miR-4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
hsa-miR-4456,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0
hsa-miR-4457,0,0,3,0,0,0,0,0,1,4,3,0,2,0,1,0,0
hsa-miR-4458,0,0,1,0,0,4,2,0,3,0,6,0,0,0,5,1,4
hsa-miR-4460,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-378h,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
hsa-miR-3135b,197,541,7416,9657,18164,285,12402,3123,5048,9028,3864,1227,8267,20415,18510,10694,4525
hsa-miR-4462,1,1,30,6,32,3,8,5,1,12,8,2,6,7,10,42,6
hsa-miR-4463,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
hsa-miR-4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-548ai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548aj-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548aj-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-4466,0,2,17,15,73,5,16,0,7,29,28,1,21,75,29,58,14
hsa-miR-4467,0,0,4,7,51,0,3,0,0,0,8,0,0,0,1,27,0
hsa-miR-4468,0,0,6,2,0,0,0,0,0,0,0,0,2,0,2,7,0
hsa-miR-4469,0,0,0,0,0,0,0,1,15,5,0,1,0,0,0,0,0
hsa-miR-4470,0,0,8,2,2,0,0,2,1,10,0,2,3,2,8,0,0
hsa-miR-4471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4472,0,0,15,6,4,0,0,7,4,1,2,1,0,3,0,0,0
hsa-miR-4473,0,0,2,0,9,0,0,0,3,2,1,0,3,0,0,0,0
hsa-miR-4474-5p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4474-3p,0,0,0,1,1,0,0,2,0,5,8,1,1,8,4,0,3
hsa-miR-4475,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-4476,0,0,0,0,2,0,0,0,1,0,1,2,1,0,0,0,0
hsa-miR-4477a,0,0,0,1,4,0,0,0,0,2,4,0,2,2,0,0,1
hsa-miR-4477b,0,0,0,0,3,0,2,5,2,3,0,1,2,4,2,3,14
hsa-miR-4478,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689d,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689f,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5
hsa-miR-4479,0,0,1,2,20,0,3,0,4,3,4,0,7,2,11,0,0
hsa-miR-3155b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548ak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4480,0,0,0,0,2,0,0,0,0,2,0,3,5,0,2,0,0
hsa-miR-4481,0,0,1,0,12,0,0,0,0,0,0,0,0,0,3,0,0
hsa-miR-4482-5p,0,0,9,0,16,0,1,1,0,0,0,0,0,0,0,11,0
hsa-miR-4482-3p,0,0,0,0,0,0,2,2,0,0,5,0,0,2,0,0,0
hsa-miR-4483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4484,0,0,0,1,18,0,10,8,0,1,3,0,2,3,13,4,7
hsa-miR-4485-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4485-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0
hsa-miR-4486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10,0
hsa-miR-4487,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0
hsa-miR-4488,0,7,70,48,623,7,35,25,21,83,27,31,228,201,244,2137,159
hsa-miR-4489,0,1,0,1,5,0,2,1,2,1,1,0,8,0,2,8,0
hsa-miR-548al,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-4490,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0
hsa-miR-4491,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4492,0,0,11,16,83,1,15,12,10,22,6,5,14,54,16,262,18
hsa-miR-4493,0,0,0,0,4,0,0,2,1,1,2,1,0,3,0,5,9
hsa-miR-4494,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
hsa-miR-4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4496,0,0,1,2,5,0,3,3,0,2,0,0,3,5,3,12,0
hsa-miR-4497,0,0,0,9,16,0,5,0,3,9,2,0,6,4,17,23,5
hsa-miR-4498,0,0,7,1,3,0,3,12,0,7,5,0,1,2,0,0,9
hsa-miR-4499,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8
hsa-miR-4500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4501,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0
hsa-miR-4502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hsa-miR-4503,0,0,0,0,2,0,3,0,4,0,0,0,0,0,0,0,0
hsa-miR-4504,0,0,0,3,17,0,0,1,2,4,10,0,3,3,1,10,0
hsa-miR-4505,0,0,0,2,0,0,0,0,2,0,3,0,0,0,4,0,0
hsa-miR-4506,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hsa-miR-2392,0,0,0,502,324,10,319,357,280,5,368,108,89,186,157,124,55
hsa-miR-4507,0,0,0,0,6,0,1,6,0,2,1,0,0,0,10,25,2
hsa-miR-4508,3,11,142,81,431,6,84,66,55,98,118,11,153,131,184,232,52
hsa-miR-4509,0,0,0,3,9,1,0,0,0,0,0,0,3,5,0,0,0
hsa-miR-4510,0,0,1,0,4,0,3,2,0,1,1,0,1,3,0,2,0
hsa-miR-4511,0,0,1,0,8,0,3,2,0,4,3,0,3,0,0,5,0
hsa-miR-4512,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-4513,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,6,0
hsa-miR-4514,0,0,8,0,18,0,0,0,1,0,1,0,0,1,1,0,3
hsa-miR-4515,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
hsa-miR-4516,0,0,27,8,46,4,7,8,8,9,10,1,14,46,79,89,24
hsa-miR-4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-4518,1,0,0,0,0,0,3,0,0,2,0,1,0,0,3,0,1
hsa-miR-4519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4520-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4520-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4521,0,0,0,2,0,1,1,5,0,10,1,3,6,3,11,0,11
hsa-miR-1269b,0,0,13,0,4,0,0,0,0,1,1,3,1,0,2,4,0
hsa-miR-4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
hsa-miR-4523,0,0,0,4,8,0,5,6,6,23,3,4,15,29,3,2,16
hsa-miR-4524a-5p,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
hsa-miR-4524a-3p,0,0,0,0,18,0,0,3,1,4,4,0,5,8,3,0,0
hsa-miR-4525,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,7
hsa-miR-4526,0,2,15,25,140,1,9,33,19,37,31,8,18,49,16,19,16
hsa-miR-4527,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4528,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4529-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4529-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4530,0,0,1,7,16,0,8,3,3,2,3,1,4,7,4,0,2
hsa-miR-4531,0,0,6,9,3,4,5,9,3,2,5,1,0,1,0,3,5
hsa-miR-4533,0,0,0,5,8,0,2,1,6,7,1,0,3,3,8,14,0
hsa-miR-4534,0,0,1,0,0,0,0,0,0,3,0,0,1,1,3,4,0
hsa-miR-378i,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
hsa-miR-4535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548am-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548am-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1587,0,0,6,4,0,0,0,0,0,6,3,0,2,3,2,0,0
hsa-miR-4536-5p,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
hsa-miR-4536-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548an,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4537,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,2,0
hsa-miR-4538,0,0,0,0,13,1,0,0,0,2,0,0,6,0,5,0,14
hsa-miR-4539,0,0,0,0,10,0,0,1,0,0,0,0,6,0,0,0,0
hsa-miR-4540,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
hsa-miR-3960,6,15,281,215,2399,20,170,64,111,432,162,69,397,537,757,1281,169
hsa-miR-3972,0,0,1,5,34,4,0,3,14,0,0,2,3,1,0,1,1
hsa-miR-3973,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
hsa-miR-3974,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0
hsa-miR-3975,0,0,3,0,4,0,9,1,0,0,0,1,0,3,0,0,0
hsa-miR-3976,0,0,0,4,19,1,3,2,6,8,4,1,4,3,7,19,21
hsa-miR-3977,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-miR-3978,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4632-5p,0,0,3,6,12,1,8,3,2,2,3,0,3,1,12,20,3
hsa-miR-4632-3p,0,0,0,1,0,0,1,0,2,7,0,0,0,0,2,11,0
hsa-miR-4633-5p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-4633-3p,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-4634,0,1,18,11,51,4,18,17,5,35,15,9,13,57,41,169,9
hsa-miR-4635,1,0,3,0,18,1,4,7,12,0,1,0,4,12,5,6,16
hsa-miR-4636,0,0,0,1,4,0,0,1,2,0,1,2,0,0,2,6,0
hsa-miR-4637,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1
hsa-miR-4638-5p,0,0,0,5,10,0,4,4,5,2,4,0,3,7,6,7,4
hsa-miR-4638-3p,0,0,0,0,5,0,0,0,0,0,0,0,2,0,6,1,0
hsa-miR-4639-5p,0,0,3,3,14,0,1,2,1,3,6,1,0,1,4,0,1
hsa-miR-4639-3p,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,6,0
hsa-miR-4640-5p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,16,7
hsa-miR-4640-3p,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
hsa-miR-4641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-4642,0,0,6,3,0,0,0,7,1,0,2,3,0,1,0,0,0
hsa-miR-4643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-4644,1,0,4,11,10,0,4,4,2,7,6,8,7,4,23,25,0
hsa-miR-4645-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-4645-3p,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
hsa-miR-4646-5p,0,0,0,1,15,0,2,0,16,2,0,2,3,12,2,24,0
hsa-miR-4646-3p,2,0,15,3,18,0,6,2,7,2,2,0,0,16,13,49,0
hsa-miR-4647,0,0,0,0,0,0,0,0,3,0,0,1,0,0,23,21,1
hsa-miR-4648,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-4649-5p,0,0,9,1,7,0,7,0,0,0,0,0,0,8,5,7,5
hsa-miR-4649-3p,0,0,0,0,4,0,0,0,0,3,2,0,0,1,0,16,0
hsa-miR-4650-5p,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0
hsa-miR-4650-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4651,0,0,5,4,5,2,6,0,4,0,0,0,1,5,7,0,0
hsa-miR-4652-5p,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0
hsa-miR-4652-3p,0,0,5,7,2,0,6,10,2,5,3,0,3,4,1,35,0
hsa-miR-4653-5p,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4653-3p,0,0,1,6,0,0,2,0,4,7,0,0,2,0,0,0,9
hsa-miR-4654,0,0,3,6,10,0,0,0,0,2,0,0,1,0,2,0,0
hsa-miR-4655-5p,1,0,0,3,13,0,3,3,0,1,4,2,2,5,7,20,0
hsa-miR-4655-3p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-4656,0,0,0,0,12,0,0,2,0,3,0,1,2,1,2,3,0
hsa-miR-4657,0,0,0,2,25,0,3,0,0,0,2,0,3,1,1,0,0
hsa-miR-4658,0,0,0,0,0,0,0,0,0,3,0,0,0,2,6,0,0
hsa-miR-4659a-5p,0,0,3,6,49,0,23,10,18,82,22,14,21,17,24,19,21
hsa-miR-4659a-3p,0,0,3,11,48,1,10,5,24,41,15,5,11,22,16,23,5
hsa-miR-4660,0,0,0,2,16,0,2,3,3,4,10,0,9,0,4,11,4
hsa-miR-4661-5p,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0
hsa-miR-4661-3p,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
hsa-miR-4662a-5p,0,0,1,5,10,0,6,6,4,22,8,1,0,2,11,9,0
hsa-miR-4662a-3p,0,0,0,1,0,0,4,0,5,0,1,0,0,0,0,0,0
hsa-miR-4659b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4659b-3p,0,0,3,7,29,0,15,8,26,17,31,3,10,22,14,5,4
hsa-miR-4663,0,0,0,0,0,0,0,0,6,2,0,1,3,0,0,0,0
hsa-miR-4662b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
hsa-miR-4664-5p,0,0,3,0,24,1,0,1,0,1,9,2,5,0,2,3,9
hsa-miR-4664-3p,0,0,1,1,7,1,0,0,1,1,1,0,0,0,0,14,0
hsa-miR-4665-5p,0,2,79,47,119,2,41,47,76,192,75,25,109,127,192,124,23
hsa-miR-4665-3p,0,0,26,21,85,4,3,10,1,30,11,3,22,20,24,62,30
hsa-miR-4666a-5p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4666a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4667-5p,0,2,7,15,9,1,11,8,8,16,18,5,5,4,19,53,0
hsa-miR-4667-3p,0,0,1,1,23,0,0,5,2,7,2,5,3,4,8,11,0
hsa-miR-4668-5p,0,0,0,4,24,0,4,0,2,2,2,1,1,1,7,2,3
hsa-miR-4668-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-219b-5p,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0
hsa-miR-219b-3p,0,1,0,2,3,0,4,3,0,3,0,0,0,0,0,0,0
hsa-miR-4669,0,1,0,2,10,0,4,0,2,6,1,0,3,2,20,0,0
hsa-miR-4670-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4670-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4671-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-4671-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4672,0,1,2,8,45,1,0,1,6,10,5,0,4,0,2,7,19
hsa-miR-4673,0,0,3,0,0,0,0,1,0,0,0,0,0,0,6,0,0
hsa-miR-4674,0,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,2
hsa-miR-4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4676-5p,0,0,0,0,6,1,0,0,0,0,0,0,3,0,2,14,0
hsa-miR-4676-3p,0,0,0,0,4,0,0,1,3,0,1,0,1,0,0,4,0
hsa-miR-4677-5p,0,0,0,0,3,0,0,0,1,0,0,1,0,0,3,16,0
hsa-miR-4677-3p,0,0,6,3,27,0,7,11,6,34,14,2,6,13,12,10,3
hsa-miR-4678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4679,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
hsa-miR-4680-5p,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
hsa-miR-4680-3p,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
hsa-miR-4681,0,0,4,0,2,0,0,0,3,2,0,1,0,0,0,0,0
hsa-miR-4682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
hsa-miR-4683,0,0,0,1,16,3,6,6,6,0,8,4,2,0,10,9,4
hsa-miR-4684-5p,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4684-3p,1,0,4,0,2,3,0,0,1,3,0,0,0,0,3,32,0
hsa-miR-4685-5p,0,2,15,5,44,10,1,1,17,3,5,6,7,0,14,29,19
hsa-miR-4685-3p,0,0,10,3,36,2,11,10,8,13,16,0,3,10,14,10,0
hsa-miR-4686,0,0,0,2,0,0,3,0,2,4,5,1,3,4,3,0,0
hsa-miR-4687-5p,1,0,5,10,24,0,14,8,9,25,8,2,20,21,29,11,24
hsa-miR-4687-3p,0,1,11,0,20,0,3,10,0,12,3,1,3,7,10,4,6
hsa-miR-1343-5p,0,1,0,1,16,0,3,2,0,6,5,0,9,11,22,17,0
hsa-miR-1343-3p,0,0,7,10,0,1,2,8,9,6,3,2,0,2,3,0,14
hsa-miR-4688,0,0,0,7,17,1,0,1,3,9,0,0,0,8,5,6,0
hsa-miR-4689,0,0,0,0,10,0,1,0,5,1,3,0,2,0,3,5,3
hsa-miR-4690-5p,0,0,0,2,5,0,0,0,3,0,4,0,2,0,2,3,0
hsa-miR-4690-3p,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0
hsa-miR-4691-5p,0,0,0,2,14,2,0,4,0,0,0,0,0,0,0,23,12
hsa-miR-4691-3p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-4692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-4693-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
hsa-miR-4693-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4694-5p,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
hsa-miR-4694-3p,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
hsa-miR-4695-5p,0,1,0,3,9,0,0,2,2,0,0,0,2,1,2,3,0
hsa-miR-4695-3p,2,0,2,1,0,0,3,0,1,0,0,0,1,3,5,19,0
hsa-miR-4696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4697-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4697-3p,0,0,4,0,0,0,0,0,0,4,0,2,1,0,0,0,9
hsa-miR-4698,0,0,4,0,8,0,0,0,0,2,0,0,1,4,6,4,1
hsa-miR-4699-5p,0,0,0,0,13,0,0,0,1,1,0,0,0,0,0,0,1
hsa-miR-4699-3p,0,0,0,0,14,5,4,0,0,0,0,0,0,0,5,15,0
hsa-miR-4700-5p,0,0,2,2,8,1,0,2,2,0,10,2,3,0,8,11,1
hsa-miR-4700-3p,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,4,0
hsa-miR-4701-5p,0,0,0,3,2,0,0,1,2,2,5,0,2,5,4,0,0
hsa-miR-4701-3p,1,13,4,1,5,0,1,1,3,0,0,0,0,2,0,5,0
hsa-miR-4703-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4703-3p,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0
hsa-miR-4704-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4704-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4705,0,0,0,7,11,1,0,0,0,2,1,1,2,3,0,4,0
hsa-miR-4706,0,1,1,4,20,0,5,3,5,1,6,2,15,13,7,27,3
hsa-miR-4707-5p,1,1,2,2,16,1,2,0,0,1,1,0,4,1,10,14,7
hsa-miR-4707-3p,1,0,20,20,43,1,3,8,0,12,9,4,17,18,18,39,8
hsa-miR-4708-5p,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4708-3p,0,0,0,0,7,0,0,3,0,4,0,0,1,0,0,0,0
hsa-miR-4709-5p,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0
hsa-miR-4709-3p,0,0,0,5,39,0,1,1,0,1,0,0,0,2,0,4,0
hsa-miR-203b-5p,0,0,5,1,14,0,0,0,1,3,0,3,14,4,17,0,0
hsa-miR-203b-3p,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-4710,3,3,112,118,238,5,176,91,93,217,97,30,127,134,288,166,55
hsa-miR-4711-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4711-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-4712-5p,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
hsa-miR-4712-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
hsa-miR-4713-5p,0,0,0,0,31,0,5,0,0,0,0,0,2,0,2,0,0
hsa-miR-4713-3p,0,0,2,0,0,1,0,0,0,0,0,0,0,3,1,5,0
hsa-miR-4714-5p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-4714-3p,0,0,4,7,49,1,7,11,6,27,4,3,12,9,16,5,0
hsa-miR-4715-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4715-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4716-5p,0,0,5,0,3,0,1,0,0,0,1,0,3,4,4,4,0
hsa-miR-4716-3p,1,0,0,4,2,0,0,1,2,6,9,0,2,5,18,9,15
hsa-miR-3529-5p,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
hsa-miR-3529-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
