Type,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,Control,Control,Control,Control,Control,Control,Control,BreastC,BreastC,HepatocelularC,BreastC,BreastC,ColonC,GallbladderC
Sample_id,KS0001,KS0002,KS0003,KS0004,KS0005,KS0007_scarce,KS0008_scarce,KS0009,KS0010,KS0011,KS0012,KS0013,KS0014,KS0016_Lowqual,KS0017_Lowqual,KS0019,KS0021,KS0022,KS0023,KS0024,KS0025,KS0026,KS0027,KS0028,KS0029
hsa-miR-649,2,0,3,11,2,0,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,4,0,0,0
hsa-miR-650,2,1,2,13,0,0,0,0,0,0,8,0,0,1,0,1,1,0,0,0,2,2,2,1,0
hsa-miR-651-5p,624,848,436,1108,496,1,3,53,144,7,501,8,124,22,22,113,96,469,241,85,217,268,261,176,74
hsa-miR-651-3p,1,7,10,6,0,0,0,8,3,0,0,0,1,0,0,0,0,5,0,0,3,0,0,10,7
hsa-miR-652-5p,1338,3241,1060,3203,554,0,0,56,188,6,314,5,146,70,31,202,178,783,171,145,343,560,553,133,119
hsa-miR-652-3p,6728,11677,5084,11197,3591,183,137,3052,4510,153,5721,142,2226,664,656,4218,2368,2721,5792,863,2129,3965,2914,1381,588
hsa-miR-548d-5p,219,337,166,344,75,2,1,49,61,0,120,2,68,14,9,53,93,77,60,19,59,133,88,65,27
hsa-miR-548d-3p,4,11,11,6,2,0,0,0,6,0,6,0,1,0,1,2,4,6,4,0,0,2,0,0,6
hsa-miR-661,1,2,5,0,19,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
hsa-miR-662,0,0,5,11,3,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,9,15
hsa-miR-663a,12,37,47,131,30,0,1,9,12,2,49,3,20,0,4,1,2,10,5,2,14,35,25,88,8
hsa-miR-449b-5p,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0
hsa-miR-449b-3p,4,2,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-653-5p,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-653-3p,17,4,8,20,20,0,0,1,1,0,3,0,2,3,0,2,0,17,4,0,3,10,3,0,0
hsa-miR-411-5p,3831,12742,877,6129,929,3,75,1157,1142,5,1875,26,1369,444,288,511,697,3490,644,121,2903,2610,2456,502,115
hsa-miR-411-3p,42,126,10,59,5,0,0,1,28,0,39,0,29,10,5,14,19,38,17,4,41,41,31,13,9
hsa-miR-654-5p,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-654-3p,150,439,25,180,28,0,0,14,84,3,91,4,101,30,16,37,82,170,44,17,110,81,69,10,9
hsa-miR-655-5p,12,41,11,11,0,0,0,6,2,0,0,2,11,0,3,1,1,1,0,1,5,2,13,5,0
hsa-miR-655-3p,32,38,5,15,2,0,0,10,5,0,2,3,8,0,0,6,11,14,4,0,11,9,0,0,0
hsa-miR-656-5p,0,4,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-656-3p,2,3,0,0,2,0,0,0,3,0,0,0,9,0,0,1,4,5,4,2,8,2,0,0,0
hsa-miR-549a-5p,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-549a-3p,1,0,0,7,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,7,0,4,0,0
hsa-miR-657,44,37,39,124,48,0,1,17,4,8,155,9,12,12,6,21,28,11,41,4,23,39,18,194,66
hsa-miR-658,4,1,16,0,0,0,0,3,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,7,0
hsa-miR-659-5p,5,2,0,6,2,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,4
hsa-miR-659-3p,4,7,12,0,5,0,0,0,0,0,3,0,0,0,0,4,3,4,0,1,15,7,2,8,0
hsa-miR-660-5p,3235,5177,2644,6950,2675,15,90,316,1806,53,4825,132,404,260,232,373,340,2217,1465,413,2059,695,1703,884,335
hsa-miR-660-3p,3,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,10
hsa-miR-421,14381,20525,5233,25972,4923,28,96,1622,4380,178,8279,119,2576,476,552,3998,2653,6850,5275,1112,4322,4944,4624,3280,1853
hsa-miR-542-5p,67,103,135,144,81,0,0,19,19,1,87,2,22,2,5,7,27,72,18,3,26,11,43,25,10
hsa-miR-542-3p,116,183,313,183,105,1,0,12,9,4,140,12,27,23,3,24,74,61,35,11,14,18,63,77,27
hsa-miR-758-5p,3,9,7,4,5,0,0,2,3,0,5,0,0,0,0,0,3,5,0,0,3,10,4,0,0
hsa-miR-758-3p,39,149,19,42,14,0,0,0,7,0,22,1,31,17,1,7,18,31,36,1,44,52,39,8,0
hsa-miR-1264,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9
hsa-miR-671-5p,531,1181,680,1100,226,0,1,51,111,1,202,0,97,14,5,126,74,369,146,78,212,338,1093,132,92
hsa-miR-671-3p,509,1073,513,1273,272,4,4,74,136,9,268,3,212,36,32,176,119,361,204,46,179,317,335,183,53
hsa-miR-668-5p,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0
hsa-miR-668-3p,11,34,45,1,3,0,0,10,10,0,20,1,10,5,0,4,3,12,1,2,13,15,13,13,7
hsa-miR-550a-3-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-767-5p,7,4,108,5,6,0,0,0,0,1,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0
hsa-miR-767-3p,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-1224-5p,10,9,0,46,15,0,3,2,3,1,17,0,1,0,1,2,4,10,6,2,27,0,44,9,0
hsa-miR-1224-3p,5,7,1,27,6,0,0,0,0,2,33,0,6,0,2,4,3,3,0,2,5,8,18,14,12
hsa-miR-151b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-320b,838,1149,766,1781,1083,0,5,207,341,8,1306,13,429,27,55,326,329,578,832,175,809,776,1061,904,191
hsa-miR-320c,199,362,280,421,195,1,5,117,101,6,244,2,110,1,5,133,97,165,134,46,122,191,316,123,16
hsa-miR-1296-5p,86,145,53,130,81,0,1,9,55,2,65,0,23,4,3,52,25,119,53,15,30,57,22,10,4
hsa-miR-1296-3p,0,1,10,3,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,3,0
hsa-miR-1468-5p,1,4,0,4,0,0,0,0,0,0,6,0,2,0,0,3,0,0,1,1,1,5,2,0,0
hsa-miR-1468-3p,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1323,11,7,4,39,14,0,0,0,2,0,23,0,18,0,1,2,3,20,8,3,5,0,11,3,9
hsa-miR-1271-5p,13,41,25,11,7,0,0,0,11,0,16,0,13,5,0,9,5,16,6,4,7,10,4,0,0
hsa-miR-1271-3p,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1301-5p,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1301-3p,7088,12009,3333,14526,2763,24,51,965,1850,111,2987,31,2381,284,323,2353,2090,4870,2947,730,2977,4099,4537,2163,951
hsa-miR-454-5p,8,13,1,24,1,0,0,1,7,2,1,0,0,0,6,16,3,4,5,3,1,3,4,4,0
hsa-miR-454-3p,1004,1795,588,1664,492,1,10,136,378,15,1002,20,335,61,65,460,464,732,611,142,443,465,376,321,179
hsa-miR-1185-5p,0,9,0,15,0,0,0,0,5,0,0,1,2,0,0,1,3,1,1,0,2,0,2,0,0
hsa-miR-1185-2-3p,178,410,17,132,53,0,1,10,60,2,58,0,83,23,5,41,32,75,41,9,94,57,79,4,0
hsa-miR-449c-5p,0,5,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,7,1,0
hsa-miR-449c-3p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-1283,155,11,58,70,21,0,1,8,13,0,54,0,6,0,1,5,11,82,15,7,13,18,8,1,3
hsa-miR-769-5p,1501,3444,1277,2990,766,2,6,170,451,12,857,6,289,135,46,307,259,1448,576,164,496,828,902,318,212
hsa-miR-769-3p,69,154,48,131,18,0,0,6,15,1,24,0,31,5,0,8,3,43,13,7,31,43,26,14,7
hsa-miR-766-5p,248,426,118,521,96,4,3,52,140,2,107,1,103,4,19,84,85,105,140,28,52,108,105,104,34
hsa-miR-766-3p,489,681,172,1168,135,4,5,217,845,50,378,5,665,32,144,855,523,359,464,159,171,240,494,87,14
hsa-miR-378d,5,11,6,9,4,0,0,1,1,0,21,0,4,0,0,0,0,6,0,2,6,4,4,1,0
hsa-miR-1185-1-3p,2890,7970,605,3685,567,2,22,404,1106,15,1530,15,855,236,92,612,596,2130,969,118,2200,1404,1799,281,74
hsa-miR-762,9,2,5,16,15,0,1,0,3,0,3,0,0,0,0,3,4,4,0,1,1,8,4,14,1
hsa-miR-802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
hsa-miR-670-5p,4,0,0,2,5,0,0,0,0,1,4,0,5,0,0,1,2,0,0,0,3,1,0,0,0
hsa-miR-670-3p,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
hsa-miR-1298-5p,3,6,0,22,3,0,1,0,0,0,12,0,0,0,0,0,1,4,0,0,0,0,3,7,0
hsa-miR-1298-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
hsa-miR-2113,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-761,0,2,18,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,4,0,9,0
hsa-miR-764,1,0,13,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0
hsa-miR-759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
hsv1-miR-H1-5p,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
hsv1-miR-H1-3p,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0
hsa-miR-765,19,15,25,48,21,0,1,10,14,5,23,4,3,0,1,1,7,12,12,0,16,11,22,31,16
hsa-miR-770-5p,2,14,17,13,0,0,0,0,3,0,7,0,9,0,0,0,0,6,2,0,6,0,4,0,0
hsa-miR-675-5p,52,43,47,66,19,0,2,2,15,1,42,5,13,0,1,3,3,16,19,5,19,20,13,2,0
hsa-miR-675-3p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,0
hsa-miR-298,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,2,9,0
hsa-miR-891a-5p,8,12,15,2,13,0,0,0,0,1,11,1,0,0,1,3,7,3,4,2,0,0,3,6,2
hsa-miR-891a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
hsa-miR-892a,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-450b-5p,13,14,24,16,10,0,0,1,1,1,27,1,9,0,1,0,4,5,5,4,11,8,14,14,9
hsa-miR-450b-3p,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-874-5p,5,14,34,22,12,0,1,6,6,0,12,0,2,2,1,5,2,9,6,4,1,11,1,6,10
hsa-miR-874-3p,28,66,27,96,26,0,0,2,21,2,84,1,18,0,7,8,16,56,22,13,19,17,39,28,8
hsa-miR-890,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0
hsa-miR-891b,4,1,20,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
hsa-miR-888-5p,5,8,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
hsa-miR-888-3p,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-892b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-541-5p,0,0,0,0,1,0,0,1,2,0,5,0,1,0,0,2,0,0,4,1,0,5,10,0,4
hsa-miR-541-3p,1,1,0,0,4,0,0,0,0,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-889-5p,1,35,0,4,0,0,0,9,5,0,6,0,6,0,1,4,1,10,1,0,4,6,20,0,0
hsa-miR-889-3p,1881,4915,425,1977,476,2,52,457,685,7,1329,14,778,276,105,240,317,1758,353,77,1476,1158,1250,271,54
hsa-miR-875-5p,2,0,104,5,2,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,5,0,1,13,0
hsa-miR-875-3p,0,0,3,0,20,0,0,5,0,1,2,0,0,0,0,4,0,0,2,0,1,6,6,2,0
hsa-miR-876-5p,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-876-3p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-708-5p,4,3,17,22,96,0,0,12,10,0,29,1,17,2,1,2,32,5,8,5,27,75,6,13,14
hsa-miR-708-3p,10,10,17,22,11,0,2,3,6,0,34,1,5,0,5,5,3,6,6,0,8,6,14,3,2
hsa-miR-147b-5p,0,4,0,6,2,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,5,11,0
hsa-miR-147b-3p,44,44,22,48,19,0,1,5,6,1,16,0,19,9,2,1,4,21,18,8,3,11,29,15,6
hsa-miR-190b-5p,110,143,416,409,45,0,1,3,17,6,42,1,27,3,4,18,23,32,45,5,21,32,35,30,17
hsa-miR-190b-3p,1,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
hsa-miR-744-5p,74189,111984,40046,150326,29956,571,891,22933,34101,1676,44262,590,28855,5237,4841,31143,21484,65210,33362,7330,35543,45508,56415,24826,9923
hsa-miR-744-3p,7,6,1,23,1,0,0,2,5,3,7,1,6,0,2,0,7,14,1,1,4,1,0,10,0
hsa-miR-885-5p,13,35,27,100,23,0,0,36,19,4,42,4,73,17,4,26,71,48,101,34,172,82,14,18,1
hsa-miR-885-3p,16,101,44,90,27,0,0,29,22,4,99,5,126,8,2,5,23,41,122,30,80,102,13,5,22
hsa-miR-877-5p,1102,1356,487,1758,385,10,8,237,366,24,476,8,335,26,83,336,235,469,299,66,252,294,487,518,150
hsa-miR-877-3p,35,41,20,79,29,1,0,11,50,1,41,6,16,0,1,1,5,12,4,6,20,53,36,52,565
hsa-miR-887-5p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-887-3p,12,15,9,46,14,0,1,7,2,0,53,0,8,0,2,3,3,13,2,2,4,1,15,24,3
hsa-miR-665,70,148,16,127,17,0,1,4,10,0,117,0,2,1,3,4,5,33,5,10,28,26,33,10,0
hsa-miR-873-5p,17,55,18,79,155,0,0,0,1,2,85,0,15,6,4,0,9,4,7,1,22,1,9,17,24
hsa-miR-873-3p,1,16,0,5,7,0,0,6,6,0,12,0,0,0,2,0,0,2,6,2,0,0,5,0,0
hsa-miR-543,7,26,0,2,0,0,0,2,11,0,28,0,33,6,1,19,6,10,12,0,2,12,9,0,0
hsa-miR-374b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-374b-3p,1733,3201,783,3326,562,12,13,299,472,15,405,4,387,92,90,478,328,1276,372,209,485,809,658,429,271
hsa-miR-760,29,46,16,76,23,1,0,13,7,1,16,2,20,7,4,14,15,33,26,2,17,23,47,25,0
hsa-miR-301b-5p,1,2,2,4,0,0,0,0,0,3,5,0,0,0,1,5,1,0,1,0,1,2,0,0,5
hsa-miR-301b-3p,14,46,8,43,9,0,0,4,15,0,6,0,1,0,1,14,6,31,11,1,2,19,8,1,9
hsa-miR-216b-5p,0,0,0,0,0,0,0,0,4,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-216b-3p,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-208b-5p,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-208b-3p,7,36,35,47,107,0,0,0,9,0,156,0,0,0,0,1,2,117,27,0,12,67,58,12,19
hsa-miR-920,0,2,0,8,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,1,1,9,0,0
hsa-miR-921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-922,0,0,83,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
hsa-miR-924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
hsa-miR-509-3-5p,0,4,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-933,17,8,15,36,4,0,0,10,6,4,17,0,1,0,5,1,4,13,0,0,7,5,26,14,37
hsa-miR-934,1,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-935,3,15,15,2,5,0,0,0,0,0,16,0,0,0,0,6,8,1,5,1,4,0,1,1,10
hsa-miR-936,5,1,34,12,4,0,0,0,0,0,1,0,0,0,3,1,1,0,5,1,1,1,2,12,1
hsa-miR-937-5p,2,2,9,6,0,0,0,4,0,0,6,0,0,1,2,1,0,0,0,0,0,4,0,0,0
hsa-miR-937-3p,9,12,12,19,5,0,0,2,3,0,14,0,3,0,0,2,2,0,7,2,11,10,12,5,20
hsa-miR-938,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-939-5p,5,20,0,18,3,0,0,3,2,0,23,0,6,0,1,0,5,2,4,0,8,3,11,15,6
hsa-miR-939-3p,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
hsa-miR-940,26,46,82,85,25,1,0,24,36,3,74,0,14,12,1,8,16,18,41,19,15,43,38,32,0
hsa-miR-941,1685,2818,396,1729,573,5,15,108,186,17,514,26,174,41,41,299,184,399,318,52,482,332,320,329,153
hsa-miR-942-5p,31,95,29,107,17,0,0,3,18,1,46,1,28,0,2,16,13,66,34,12,34,59,45,53,5
hsa-miR-942-3p,6,16,0,17,3,0,0,0,3,1,9,0,2,0,0,3,0,0,1,1,2,0,6,7,7
hsa-miR-943,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
hsa-miR-944,0,1,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0
hsa-miR-297,0,0,0,0,2,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,2,9,0
hsa-miR-1178-5p,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1178-3p,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1179,8,26,17,16,5,0,0,0,3,0,11,0,3,0,1,3,2,6,9,0,2,6,3,7,0
hsa-miR-1180-5p,0,2,222,38,0,0,0,0,1,0,0,0,1,0,0,0,4,0,2,1,1,4,1,11,0
hsa-miR-1180-3p,749,596,621,1640,920,1,21,73,186,5,2283,29,248,24,19,95,99,152,1119,79,779,300,589,577,114
hsa-miR-1181,3,8,401,7,3,0,0,0,1,0,10,0,0,0,0,0,1,3,5,0,2,8,6,8,3
hsa-miR-1182,3,1,7,11,0,0,0,6,0,0,6,0,0,0,0,5,1,0,0,0,0,0,3,13,5
hsa-miR-1183,3,7,0,0,3,0,0,0,6,2,22,0,2,0,3,0,4,0,0,0,0,0,3,0,0
hsa-miR-1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
hsa-miR-1225-5p,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,6,0,0
hsa-miR-1225-3p,0,0,0,0,1,0,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,21,0
hsa-miR-1226-5p,0,2,11,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-1226-3p,107,255,96,281,49,2,0,20,55,14,129,3,65,13,10,57,34,102,94,22,41,54,68,71,29
hsa-miR-1227-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
hsa-miR-1227-3p,0,0,9,12,0,0,0,0,0,2,4,0,0,0,0,3,0,2,2,0,6,2,4,0,0
hsa-miR-1228-5p,0,2,2,13,8,0,1,3,0,0,16,0,2,0,0,3,0,0,5,0,0,9,5,23,0
hsa-miR-1228-3p,1,1,0,13,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,4,3,9,0
hsa-miR-1229-5p,51,20,86,81,42,0,1,7,7,1,25,1,6,4,1,3,47,1,13,9,6,12,23,139,7
hsa-miR-1229-3p,10,23,77,52,7,0,2,4,14,1,44,1,18,0,6,11,11,19,12,13,15,14,7,26,3
hsa-miR-1231,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0
hsa-miR-1233-5p,33,26,44,27,11,0,0,13,9,0,12,0,20,0,0,14,2,12,19,4,11,17,21,20,6
hsa-miR-1233-3p,0,2,17,1,8,0,0,1,2,0,0,0,4,0,0,1,0,3,0,0,0,0,7,3,0
hsa-miR-1234-3p,1,0,2,8,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,4,2,2,6,0
hsa-miR-1236-5p,4,5,6,9,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,5,3,0,0,0
hsa-miR-1236-3p,2,0,7,10,18,0,0,11,4,0,0,1,0,1,0,5,1,0,3,0,2,0,3,4,0
hsa-miR-1237-5p,74,329,277,746,63,0,7,152,40,3,170,31,75,36,11,2,46,216,103,15,101,567,218,526,101
hsa-miR-1237-3p,8,11,9,22,13,0,0,11,2,5,8,3,5,0,5,11,13,1,0,3,5,9,7,31,79
hsa-miR-1238-5p,9,1,23,24,0,0,0,0,0,2,12,0,3,0,1,0,5,3,2,0,3,4,0,34,0
hsa-miR-1238-3p,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0
hsa-miR-1200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
hsa-miR-1202,3,1,21,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,5,3,0,0
hsa-miR-1203,4,3,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,14,4
hsa-miR-663b,5,0,1,21,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,22,3,0
hsa-miR-1204,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1205,0,4,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1206,17,19,75,62,30,0,0,6,1,0,41,4,7,11,0,1,6,15,9,2,11,21,11,60,116
hsa-miR-1207-5p,1,4,30,3,6,0,0,8,0,2,1,2,3,0,2,1,1,1,0,1,1,2,0,1,0
hsa-miR-1207-3p,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1208,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
hsa-miR-548e-5p,72,110,28,120,16,0,0,1,8,2,14,0,18,2,5,14,12,33,11,14,20,18,28,26,11
hsa-miR-548e-3p,4,6,8,11,2,0,0,0,3,0,5,0,0,0,0,2,4,9,5,1,1,0,3,0,3
hsa-miR-548j-5p,940,1721,981,2380,536,1,11,269,264,20,577,9,655,45,40,544,390,524,643,178,242,770,1041,503,187
hsa-miR-548j-3p,2,1,1,8,0,1,0,0,0,0,0,0,2,0,0,0,0,7,0,0,2,0,1,0,0
hsa-miR-1285-5p,1,5,7,21,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,3
hsa-miR-1285-3p,108,127,74,158,116,0,3,13,84,1,480,8,42,10,15,65,46,33,177,24,61,66,71,66,7
hsa-miR-1286,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0
hsa-miR-1287-5p,1036,2085,450,2771,380,7,24,415,453,24,706,19,256,133,113,323,192,769,204,78,351,684,813,220,176
hsa-miR-1287-3p,3,17,20,11,0,0,0,0,2,0,8,0,0,0,1,0,3,5,2,0,6,5,4,0,0
hsa-miR-1289,1,6,14,5,2,0,0,0,0,0,2,2,0,0,0,1,0,3,0,1,2,0,0,0,0
hsa-miR-1290,2544,1393,1989,1249,846,6,16,302,200,20,1222,13,308,19,58,118,136,380,198,143,549,494,4511,6189,531
hsa-miR-1291,0,3,11,1,1,0,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,5,0,12,0
hsa-miR-548k,178,425,194,434,121,1,1,85,106,2,218,2,106,8,14,114,98,145,107,41,68,135,123,62,35
hsa-miR-1293,19,8,16,33,2,0,0,0,4,1,14,3,5,0,0,2,6,8,1,0,1,5,2,10,36
hsa-miR-1294,426,629,168,687,284,0,10,52,115,4,570,17,104,12,25,89,87,158,162,26,153,142,178,324,97
hsa-miR-1295a,0,0,472,8,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0,0,0
hsa-miR-1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1299,294,66,32,139,39,1,0,19,8,1,404,0,13,7,21,24,38,7,97,2,1278,60,175,597,17
hsa-miR-548l,103,206,95,161,80,0,2,18,36,2,154,1,102,2,7,50,91,59,123,16,42,58,108,31,28
hsa-miR-1302,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
hsa-miR-1303,835,1622,1168,2249,484,0,5,37,173,8,1143,8,228,73,115,128,154,382,237,52,347,392,389,248,101
hsa-miR-1304-5p,1,8,6,79,7,0,0,0,2,1,10,0,12,0,0,4,0,4,12,1,5,8,2,0,0
hsa-miR-1304-3p,455,789,176,749,163,1,3,134,162,14,266,6,90,26,27,112,109,366,124,59,158,143,277,193,68
hsa-miR-1305,1,2,26,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,2,6,0,27,0
